"","age","sex","date","responsetime1","responsetime2","still1","still2","method","sideCile1","sideCile2","picked_ball1","picked_ball2","condition","trial","correct_first","correct_second","correct_all","id","agecat"
"4191",24,"female","2021-03-09_22h54.18.742",11.643855,5.796295,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",7,0,0,0,"pseudo-word demonstrative_2021-03-09_22h54.18.742","adult"
"420",24,"female","2021-03-09_22h54.18.742",4.41006,4.28169,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",8,1,1,1,"pseudo-word demonstrative_2021-03-09_22h54.18.742","adult"
"423",27,"female","2021-03-10_00h13.49.498",7.445,6.911,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","left","pseudo-word demonstrative",1,0,1,0,"pseudo-word demonstrative_2021-03-10_00h13.49.498","adult"
"4241",27,"female","2021-03-10_00h13.49.498",6.911,6.009,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","left","pseudo-word demonstrative",2,0,1,0,"pseudo-word demonstrative_2021-03-10_00h13.49.498","adult"
"4251",27,"female","2021-03-10_00h13.49.498",6.943,4.561,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","right","pseudo-word demonstrative",3,0,1,0,"pseudo-word demonstrative_2021-03-10_00h13.49.498","adult"
"4261",27,"female","2021-03-10_00h13.49.498",4.843,3.994,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","right","pseudo-word demonstrative",4,0,1,0,"pseudo-word demonstrative_2021-03-10_00h13.49.498","adult"
"4271",27,"female","2021-03-10_00h13.49.498",3.393,5.36,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","pseudo-word demonstrative",5,0,1,0,"pseudo-word demonstrative_2021-03-10_00h13.49.498","adult"
"4281",27,"female","2021-03-10_00h13.49.498",4.16,3.242,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","pseudo-word demonstrative",6,0,1,0,"pseudo-word demonstrative_2021-03-10_00h13.49.498","adult"
"4291",27,"female","2021-03-10_00h13.49.498",5.043,3.961,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","pseudo-word demonstrative",7,0,1,0,"pseudo-word demonstrative_2021-03-10_00h13.49.498","adult"
"4301",27,"female","2021-03-10_00h13.49.498",4.145,4.145,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","pseudo-word demonstrative",8,0,1,0,"pseudo-word demonstrative_2021-03-10_00h13.49.498","adult"
"433",31,"male","2021-04-11_19h25.06.828",9.114,4.082,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",1,1,1,1,"pseudo-word demonstrative_2021-04-11_19h25.06.828","adult"
"434",31,"male","2021-04-11_19h25.06.828",3.466,4.564,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",2,1,1,1,"pseudo-word demonstrative_2021-04-11_19h25.06.828","adult"
"435",31,"male","2021-04-11_19h25.06.828",5.295,4.664,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",3,1,1,1,"pseudo-word demonstrative_2021-04-11_19h25.06.828","adult"
"4361",31,"male","2021-04-11_19h25.06.828",6.832,3.7,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",4,1,1,1,"pseudo-word demonstrative_2021-04-11_19h25.06.828","adult"
"4371",31,"male","2021-04-11_19h25.06.828",4.633,4.215,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","left","pseudo-word demonstrative",5,1,0,0,"pseudo-word demonstrative_2021-04-11_19h25.06.828","adult"
"4381",31,"male","2021-04-11_19h25.06.828",4.583,3.181,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",6,1,1,1,"pseudo-word demonstrative_2021-04-11_19h25.06.828","adult"
"4391",31,"male","2021-04-11_19h25.06.828",3.565,3.716,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",7,1,1,1,"pseudo-word demonstrative_2021-04-11_19h25.06.828","adult"
"4401",31,"male","2021-04-11_19h25.06.828",4.315,4.099,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",8,1,1,1,"pseudo-word demonstrative_2021-04-11_19h25.06.828","adult"
"4431",28,"female","2021-05-19_16h38.24.193",8.29829,5.780445,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","left","pseudo-word demonstrative",1,0,1,0,"pseudo-word demonstrative_2021-05-19_16h38.24.193","adult"
"444",28,"female","2021-05-19_16h38.24.193",7.54873,6.548575,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",2,1,1,1,"pseudo-word demonstrative_2021-05-19_16h38.24.193","adult"
"445",28,"female","2021-05-19_16h38.24.193",4.282315,4.265675,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","pseudo-word demonstrative",3,1,0,0,"pseudo-word demonstrative_2021-05-19_16h38.24.193","adult"
"446",28,"female","2021-05-19_16h38.24.193",4.43237,3.4323,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","pseudo-word demonstrative",4,1,0,0,"pseudo-word demonstrative_2021-05-19_16h38.24.193","adult"
"447",28,"female","2021-05-19_16h38.24.193",4.447815,3.498035,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","left","pseudo-word demonstrative",5,1,0,0,"pseudo-word demonstrative_2021-05-19_16h38.24.193","adult"
"4481",28,"female","2021-05-19_16h38.24.193",2.982775,4.247045,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","pseudo-word demonstrative",6,0,1,0,"pseudo-word demonstrative_2021-05-19_16h38.24.193","adult"
"4491",28,"female","2021-05-19_16h38.24.193",4.18211,3.13154,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","pseudo-word demonstrative",7,0,1,0,"pseudo-word demonstrative_2021-05-19_16h38.24.193","adult"
"4501",28,"female","2021-05-19_16h38.24.193",3.932305,3.315215,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","pseudo-word demonstrative",8,0,1,0,"pseudo-word demonstrative_2021-05-19_16h38.24.193","adult"
"4531",33,"female","2021-05-19_20h17.57.540",6.328535,4.59788,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",1,1,1,1,"pseudo-word demonstrative_2021-05-19_20h17.57.540","adult"
"4541",33,"female","2021-05-19_20h17.57.540",4.30309,6.20461,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","pseudo-word demonstrative",2,1,0,0,"pseudo-word demonstrative_2021-05-19_20h17.57.540","adult"
"4551",33,"female","2021-05-19_20h17.57.540",3.95356,4.767515,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",3,1,1,1,"pseudo-word demonstrative_2021-05-19_20h17.57.540","adult"
"456",33,"female","2021-05-19_20h17.57.540",4.78045,8.893085,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",4,1,1,1,"pseudo-word demonstrative_2021-05-19_20h17.57.540","adult"
"457",33,"female","2021-05-19_20h17.57.540",7.778245,9.92241,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",5,1,1,1,"pseudo-word demonstrative_2021-05-19_20h17.57.540","adult"
"458",33,"female","2021-05-19_20h17.57.540",8.762805,10.694375,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",6,1,1,1,"pseudo-word demonstrative_2021-05-19_20h17.57.540","adult"
"459",33,"female","2021-05-19_20h17.57.540",147.082155,6.307915,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","pseudo-word demonstrative",7,0,1,0,"pseudo-word demonstrative_2021-05-19_20h17.57.540","adult"
"4601",33,"female","2021-05-19_20h17.57.540",8.69049,3.94117,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",8,1,1,1,"pseudo-word demonstrative_2021-05-19_20h17.57.540","adult"
"4631",24,"male","2022-07-11_19h17.56.635",12.4978,5.3959,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",1,1,1,1,"pseudo-word demonstrative_2022-07-11_19h17.56.635","adult"
"4641",24,"male","2022-07-11_19h17.56.635",4.8468,4.547,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",2,1,1,1,"pseudo-word demonstrative_2022-07-11_19h17.56.635","adult"
"4651",24,"male","2022-07-11_19h17.56.635",4.3807,4.8311,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",3,1,1,1,"pseudo-word demonstrative_2022-07-11_19h17.56.635","adult"
"4661",24,"male","2022-07-11_19h17.56.635",3.614,3.1958,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",4,1,1,1,"pseudo-word demonstrative_2022-07-11_19h17.56.635","adult"
"4671",24,"male","2022-07-11_19h17.56.635",5.4307,3.0303,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",5,1,1,1,"pseudo-word demonstrative_2022-07-11_19h17.56.635","adult"
"468",24,"male","2022-07-11_19h17.56.635",3.7642,3.9967,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",6,1,1,1,"pseudo-word demonstrative_2022-07-11_19h17.56.635","adult"
"469",24,"male","2022-07-11_19h17.56.635",4.3874,3.5641,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",7,1,1,1,"pseudo-word demonstrative_2022-07-11_19h17.56.635","adult"
"470",24,"male","2022-07-11_19h17.56.635",3.548,3.2318,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",8,1,1,1,"pseudo-word demonstrative_2022-07-11_19h17.56.635","adult"
"4731",33,"female","2022-07-13_19h34.59.656",5.4145,3.7976,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",1,1,1,1,"pseudo-word demonstrative_2022-07-13_19h34.59.656","adult"
"4741",33,"female","2022-07-13_19h34.59.656",3.4809,3.3468,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",2,1,1,1,"pseudo-word demonstrative_2022-07-13_19h34.59.656","adult"
"4751",33,"female","2022-07-13_19h34.59.656",2.9173,4.0129,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",3,1,1,1,"pseudo-word demonstrative_2022-07-13_19h34.59.656","adult"
"4761",33,"female","2022-07-13_19h34.59.656",4.4261,3.4972,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",4,1,1,1,"pseudo-word demonstrative_2022-07-13_19h34.59.656","adult"
"4771",33,"female","2022-07-13_19h34.59.656",4.7283,3.0479,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",5,1,1,1,"pseudo-word demonstrative_2022-07-13_19h34.59.656","adult"
"4781",33,"female","2022-07-13_19h34.59.656",5.8942,3.1288,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",6,1,1,1,"pseudo-word demonstrative_2022-07-13_19h34.59.656","adult"
"4791",33,"female","2022-07-13_19h34.59.656",4.6823,3.6445,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",7,1,1,1,"pseudo-word demonstrative_2022-07-13_19h34.59.656","adult"
"480",33,"female","2022-07-13_19h34.59.656",4.9653,3.5795,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",8,1,1,1,"pseudo-word demonstrative_2022-07-13_19h34.59.656","adult"
"483",36,"male","2022-07-14_12h54.41.126",9.115,6.333,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","right","pseudo-word demonstrative",1,0,1,0,"pseudo-word demonstrative_2022-07-14_12h54.41.126","adult"
"4841",36,"male","2022-07-14_12h54.41.126",5.481,3.875,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","pseudo-word demonstrative",2,0,1,0,"pseudo-word demonstrative_2022-07-14_12h54.41.126","adult"
"4851",36,"male","2022-07-14_12h54.41.126",4.172,3.63,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","pseudo-word demonstrative",3,0,1,0,"pseudo-word demonstrative_2022-07-14_12h54.41.126","adult"
"4861",36,"male","2022-07-14_12h54.41.126",20.262,4.58,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","pseudo-word demonstrative",4,0,1,0,"pseudo-word demonstrative_2022-07-14_12h54.41.126","adult"
"4871",36,"male","2022-07-14_12h54.41.126",11.134,4.449,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","right","pseudo-word demonstrative",5,0,1,0,"pseudo-word demonstrative_2022-07-14_12h54.41.126","adult"
"4881",36,"male","2022-07-14_12h54.41.126",3.893,3.483,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","pseudo-word demonstrative",6,0,1,0,"pseudo-word demonstrative_2022-07-14_12h54.41.126","adult"
"4891",36,"male","2022-07-14_12h54.41.126",4.399,3.786,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","left","pseudo-word demonstrative",7,0,1,0,"pseudo-word demonstrative_2022-07-14_12h54.41.126","adult"
"4901",36,"male","2022-07-14_12h54.41.126",4.642,6.191,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","pseudo-word demonstrative",8,1,0,0,"pseudo-word demonstrative_2022-07-14_12h54.41.126","adult"
"493",61,"female","2022-07-15_13h01.15.473",5.241,4.924,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",1,1,1,1,"pseudo-word demonstrative_2022-07-15_13h01.15.473","adult"
"494",61,"female","2022-07-15_13h01.15.473",4.394,4.609,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",2,1,1,1,"pseudo-word demonstrative_2022-07-15_13h01.15.473","adult"
"495",61,"female","2022-07-15_13h01.15.473",4.792,3.307,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",3,1,1,1,"pseudo-word demonstrative_2022-07-15_13h01.15.473","adult"
"4961",61,"female","2022-07-15_13h01.15.473",4.275,3.342,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",4,1,1,1,"pseudo-word demonstrative_2022-07-15_13h01.15.473","adult"
